,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Comments,Stream
8703,0.276,0.126,1,-16.71,0.0393,0.97,0.867,0.117,0.149,86.865,311805,43124,1085,86,107485
8704,0.165,0.011,2,-31.312,0.0507,0.984,0.00297,0.0904,0.0368,130.346,251796,23751,170,1,119818
8705,0.144,0.0587,2,-23.003,0.0404,0.98,0.0679,0.0831,0.0365,90.795,473049,36847,307,2,153969
8706,0.16,0.0164,7,-31.498,0.0463,0.971,0.117,0.289,0.0315,107.604,297256,12373,54,0,81495
8707,0.223,0.805,8,-8.969,0.037,0.000179,0.814,0.0849,0.25,168.165,115413,409377,4851,180,41496977
8708,0.294,0.995,1,-4.383,0.168,0.000489,0.331,0.128,0.0379,88.777,254400,2473799,20459,827,153811288
8709,0.31,0.991,5,-3.769,0.316,0.000132,0.085,0.0969,0.0395,140.071,298533,88122,726,41,68115516
8710,0.4,0.994,8,-7.34,0.0625,3.65E-05,0.097,0.145,0.253,104.134,199867,3666437,32496,991,43259154
8711,0.332,0.994,1,-4.336,0.137,0.000119,0.322,0.142,0.0829,106.086,291440,6803809,59073,2377,76158128
8712,0.263,0.97,5,-4.182,0.163,0.00338,0.000795,0.0922,0.17,151.729,397827,43286888,271978,15458,38621108
8713,0.342,0.987,3,-4.42,0.205,0.000262,0.00025,0.172,0.0418,110.125,320520,8626788,52458,4845,24580267
8714,0.408,0.97,9,-3.882,0.125,6.05E-05,0.171,0.0812,0.223,118.441,216973,17803561,149405,4773,19578701
8715,0.332,0.988,8,-4.111,0.146,7.65E-05,0.0126,0.055,0.097,98.878,291733,9088209,76414,3129,24038980
8716,0.476,0.994,10,-3.19,0.175,0.000247,0.152,0.0793,0.126,92.865,353133,6570450,65402,2933,15794759
8717,0.659,0.798,9,-6.933,0.0749,0.175,0.000379,0.708,0.15,126.064,240445,4120344,42710,952,56285470
8718,0.653,0.886,9,-8.237,0.0685,0.0778,0.236,0.126,0.0638,124.004,308710,429635,9646,246,6510842
8719,0.679,0.845,11,-6.548,0.0507,0.207,0.114,0.119,0.115,126.026,207262,344003,9246,231,2782177
8720,0.598,0.885,9,-6.383,0.0373,0.0309,0.0508,0.211,0.254,126.031,221900,429635,9646,246,1112834
8721,0.73,0.634,10,-5.084,0.0509,0.181,2.24E-06,0.118,0.182,126.022,190893,8602207,172109,6460,53456513
8722,0.631,0.84,9,-5.768,0.0347,0.0009,0.0374,0.109,0.113,125.992,226667,418598,7252,308,8950519
8723,0.713,0.77,10,-6.173,0.0417,0.00285,0.461,0.597,0.0391,127.936,255000,972543,12005,356,5049195
8724,0.835,0.828,4,-4.512,0.0949,0.00235,0.743,0.0602,0.178,107.995,320280,30484512,304832,3174,48713002
8725,0.362,0.921,1,-3.815,0.486,0.123,0,0.19,0.529,172.191,180840,6374676,156618,3859,73853037
8726,0.672,0.592,11,-7.189,0.0311,0.158,0.00346,0.113,0.489,127.974,283040,7593192,46683,4552,22347950
8727,0.643,0.849,2,-5.428,0.0526,0.0371,0,0.058,0.903,162.152,165853,93815920,680947,20846,644566564
8728,0.487,0.898,5,-4.436,0.038,0.00305,0,0.26,0.597,135.331,220027,17438201,116980,5582,142712159
8729,0.438,0.938,6,-5.611,0.094,0.00842,1.08E-06,0.806,0.584,160.212,181493,2933,68,4,74827120
8730,0.465,0.517,4,-6.189,0.0284,0.00854,0.0403,0.209,0.137,136.176,284373,1878701,14014,816,91645460
8731,0.395,0.955,0,-3.352,0.12,0.0176,0,0.585,0.283,168.005,181307,12398215,85539,4842,61426418
8732,0.787,0.316,2,-7.556,0.0388,0.365,0,0.0845,0.738,147.521,190640,91830,1704,2,17643837
8733,0.461,0.936,9,-5.296,0.0678,0.0249,8.63E-06,0.222,0.484,184.184,243507,997356,4846,385,20727779
8734,0.517,0.881,2,-4.657,0.0423,0.00144,0,0.342,0.689,126.013,267773,1034380,6066,515,13151755
8735,0.544,0.914,8,-3.614,0.0597,0.00575,0,0.192,0.352,115.057,203507,2545400,13758,1038,16488631
8736,0.344,0.458,7,-6.649,0.0285,0.00343,0.158,0.0747,0.0647,87.959,310381,127870,4619,488,1023048
8737,0.609,0.718,11,-7.177,0.045,0.6,0,0.082,0.426,93.94,270188,62255620,284660,5550,79412936
8738,0.602,0.681,1,-6.976,0.0517,0.468,0,0.068,0.505,89.923,229720,54247539,212251,5340,73935823
8739,0.557,0.844,8,-3.632,0.0886,0.019,0,0.315,0.657,101.051,241367,5699994,41791,1105,8962050
8740,0.619,0.815,10,-4.527,0.152,0.0735,0,0.348,0.931,89.929,228800,1863157,19731,469,2807481
8741,0.744,0.415,6,-8.417,0.161,0.449,0,0.111,0.692,145.988,242833,15383135,89614,2117,18888712
8742,0.513,0.782,10,-6.117,0.0733,0.431,0,0.0735,0.409,139.896,226160,81908023,281801,6435,62124611
8743,0.671,0.569,7,-5.518,0.0249,0.419,0,0.113,0.452,104.941,236973,28466190,103183,1925,45379938
8744,0.696,0.57,9,-5.125,0.246,0.327,0,0.0818,0.816,159.719,220422,3721227,34020,964,5562852
8745,0.521,0.594,0,-6.453,0.0374,0.0603,0,0.107,0.275,139.78,212653,14282119,82617,1760,10124213
8746,0.469,0.496,0,-7.072,0.0299,0.122,0,0.15,0.302,134.275,255547,22941784,101745,3133,21593063
8747,0.844,0.639,11,-4.461,0.0437,0.62,0,0.46,0.974,121.033,163560,772856415,2284712,30474,228525496
8748,0.729,0.507,0,-4.94,0.0486,0.698,0,0.26,0.961,154.926,181987,287120266,586224,6142,177494650
8749,0.742,0.4,8,-5.754,0.0357,0.334,1.56E-05,0.105,0.705,125.854,166773,211994791,608830,8170,92984802
8750,0.74,0.849,3,-3.171,0.113,0.524,0,0.0911,0.964,165.91,144147,48748731,155552,3992,60551484
8751,0.752,0.497,3,-4.948,0.043,0.482,0,0.161,0.965,144.93,180147,223682162,431800,5434,103527797
8752,0.656,0.492,3,-5.959,0.0342,0.591,1.89E-06,0.066,0.966,144.986,211560,251647598,997316,12027,80215187
8753,0.768,0.585,2,-4.5,0.0371,0.642,0,0.336,0.956,124.876,155973,10193267,64154,501,31453366
8754,0.736,0.469,8,-5.922,0.0539,0.728,0,0.156,0.969,147.15,130907,138632303,252394,3735,45300527
8755,0.837,0.682,3,-3.33,0.0681,0.509,0,0.334,0.962,120.031,144613,137576239,382239,5644,54791076
8756,0.797,0.365,2,-6.556,0.0507,0.659,0.00011,0.0789,0.964,140.018,183640,199249528,474428,7612,52901642
8757,0.385,0.783,9,-2.533,0.233,0.000269,0.47,0.108,0.902,176.701,134467,3397833,44890,1232,246602574
8758,0.56,0.965,11,-2.341,0.0409,0.121,6.23E-06,0.169,0.964,162.825,149787,23641099,228046,5831,168609145
8759,0.468,0.825,2,-12.853,0.0365,0.00159,0.000169,0.143,0.661,148.295,210333,28079486,211147,5613,64885381
8760,0.42,0.965,0,-1.986,0.0403,0.0981,0.000335,0.0784,0.846,176.243,169920,4932870,44265,1470,56257025
8761,0.52,0.962,1,-5.615,0.0365,0.00416,0.000266,0.0961,0.69,148.474,243667,34687971,211813,6728,28699110
8762,0.735,0.653,8,-5.533,0.0269,0.202,0.000307,0.0802,0.93,107.779,224560,1612865,17670,603,46511199
8763,0.41,0.854,7,-11.665,0.0864,0.295,9.20E-06,0.355,0.495,174.66,233467,2891857,23783,1306,15176395
8764,0.499,0.87,0,-4.431,0.126,0.0183,0,0.0512,0.893,188.853,137400,5256325,48793,975,24673037
8765,0.732,0.935,6,-2.928,0.031,0.0145,6.59E-05,0.105,0.961,119.218,141653,908525,9004,25,15659515
8766,0.426,0.921,2,-2.469,0.0529,0.000793,1.38E-06,0.169,0.895,187.415,126453,683944,7603,113,27487948
8767,0.591,0.963,0,-6.489,0.0531,8.74E-05,0.000107,0.0781,0.609,125.03,222827,167637457,1167552,48884,268071715
8768,0.518,0.948,6,-5.58,0.0683,0.00504,0.104,0.228,0.55,103.025,201400,61114376,460199,12981,109413942
8769,0.518,0.975,8,-4.425,0.0575,0.000136,0.827,0.42,0.32,154.059,220267,30524438,170057,8615,78590653
8770,0.566,0.889,8,-5.22,0.0426,4.30E-05,0.00907,0.292,0.141,127.045,233667,26736050,172685,5172,45339264
8771,0.48,0.993,0,-6.402,0.0862,0.000339,4.96E-05,0.3,0.589,154.991,138107,133841,4151,183,3836483
8772,0.523,0.968,1,-4.053,0.07,9.18E-06,0.0089,0.0657,0.397,140.01,175267,11023,222,9,13503619
8773,0.617,0.85,0,-4.543,0.0325,6.39E-05,2.93E-05,0.481,0.589,125.03,189133,30105730,166845,6953,31464105
8774,0.549,0.81,11,-4.001,0.0328,0.000298,2.89E-06,0.156,0.41,133.985,224307,3721830,25879,1435,17987369
8775,0.551,0.976,10,-2.796,0.0647,0.00257,0.000191,0.328,0.826,139.995,167813,2060346,10999,706,8529028
8776,0.73,0.907,2,-4.478,0.0727,0.000111,0.00816,0.266,0.573,116.016,163067,4512638,51450,3171,20379805
8777,0.752,0.935,11,-6.263,0.203,0.0742,0.0352,0.081,0.31,126.022,155677,110167764,1198527,40710,27400315
8778,0.652,0.725,4,-8.663,0.0402,0.167,0.00398,0.139,0.039,123.958,176129,137677,3984,80,2544920
8779,0.793,0.698,11,-3.626,0.104,0.163,0.145,0.0745,0.339,130.017,285571,3916380,52706,173,131414960
8780,0.714,0.896,11,-5.856,0.0644,0.00355,0.0645,0.188,0.141,134.998,204437,157777,10209,357,
8781,0.637,0.985,6,-3.809,0.184,0.00988,0.00857,0.0649,0.374,145.111,307862,8574221,66340,4059,135648229
8782,0.482,0.841,9,-2.622,0.0607,0.0809,0,0.214,0.424,129.818,183231,5783310,48356,1959,52818567
8783,0.417,0.806,5,-5.339,0.16,0.0703,0.00637,0.0841,0.545,127.887,226773,10294390,35259,1908,
8784,0.818,0.732,9,-4.253,0.209,0.0997,0.0389,0.074,0.37,130.063,143933,110167764,1198527,40710,15411925
8785,0.647,0.908,10,-5.606,0.0324,0.0363,2.48E-06,0.075,0.163,125.953,141453,7335,146,6,4643598
8786,0.584,0.866,1,-5.55,0.0622,0.00826,2.43E-06,0.587,0.131,123.951,148005,163947,3533,80,875292
8787,0.215,0.927,9,-7.327,0.0452,0.000273,0.00661,0.126,0.49,170.814,194853,58154175,329261,13251,289913287
8788,0.426,0.94,7,-5.279,0.0423,0.00671,1.72E-06,0.14,0.466,144.49,313947,56900702,368218,15676,
8789,0.643,0.364,5,-11.018,0.04,0.715,0,0.659,0.283,133.377,230293,8572908,63312,3979,98773894
8790,0.295,0.977,10,-7.086,0.088,0.00147,0.000187,0.0887,0.353,168.672,176547,15602212,89298,3455,68969738
8791,0.47,0.989,7,-3.857,0.0632,0.000386,0.00161,0.157,0.446,106.479,175920,6062067,46002,2073,34433437
8792,0.662,0.485,4,-9.161,0.0304,0.00483,0.000295,0.086,0.171,107.767,334387,3395649,56301,401,
8793,0.404,0.925,9,-7.336,0.041,1.39E-06,0.628,0.0418,0.773,134.177,217813,11306318,83025,4438,
8794,0.336,0.62,0,-9.976,0.0406,0.0293,0,0.124,0.283,121.683,294800,64092,723,47,46323865
8795,0.394,0.663,0,-6.619,0.0295,0.0769,0.00644,0.239,0.737,207.575,256253,16476260,95322,8820,24996995
8796,0.216,0.914,2,-6.54,0.0644,2.00E-05,4.81E-05,0.104,0.379,153.126,245267,9032569,58096,2024,36573269
8797,0.762,0.651,0,-13.34,0.0655,0.00198,0.856,0.111,0.941,130.395,449160,11564309,129953,3116,311385312
8798,0.701,0.878,7,-7.911,0.035,2.79E-05,0.522,0.0608,0.875,130.512,251973,11564309,129953,3116,
8799,0.613,0.885,10,-7.463,0.052,0.0804,0.746,0.0997,0.919,118.506,263213,15769250,149590,4016,112144069
8800,0.372,0.91,2,-5.559,0.0392,0.00101,0.0944,0.13,0.756,161.964,315333,771212,14311,704,106303754
8801,0.606,0.913,9,-7.865,0.0417,0.0154,0.905,0.326,0.817,146.15,195307,297550,4716,168,16721240
8802,0.506,0.931,5,-5.635,0.0305,0.00146,0.0227,0.27,0.865,129.568,248973,9709510,67906,3236,39538483
8803,0.589,0.784,0,-13.037,0.0312,0.175,0.0767,0.132,0.941,116.981,355067,26595552,193804,11744,12299260
8804,0.6,0.881,0,-9.478,0.0337,0.29,0.851,0.222,0.936,124.977,419240,14613013,82666,4621,17675498
8805,0.558,0.436,5,-13.496,0.0269,0.00405,0.742,0.11,0.38,140.757,263600,101266,1587,119,8165513
8806,0.608,0.924,0,-5.919,0.035,0.261,0.012,0.338,0.948,117.231,252053,26595552,193804,11744,
8807,0.66,0.816,2,-6.61,0.0299,0.168,0.0181,0.0608,0.678,111.346,263040,258090694,1396487,54123,
8808,0.572,0.913,0,-4.26,0.0362,0.0753,1.50E-05,0.128,0.561,103.265,289453,91039372,351051,19236,28468932
8809,0.162,0.512,7,-8.346,0.0439,0.316,0.0645,0.0977,0.335,161.965,402173,17835456,77570,5708,47884952
8810,0.463,0.705,5,-9.807,0.0349,0.00105,0.0343,0.201,0.526,94.138,345293,6919640,40760,1403,26984579
8811,0.654,0.71,2,-7.07,0.0243,0.00791,0.0217,0.18,0.471,111.011,259582,258090694,1396487,54123,10667944
8812,0.558,0.527,6,-10.922,0.0259,0.0163,0.152,0.11,0.674,99.784,277689,204715,3844,284,22544525
8813,0.65,0.832,2,-6.041,0.0307,0.124,0.0262,0.0702,0.774,111.343,396467,13658038,54725,2738,29521321
8814,0.493,0.881,1,-6.314,0.0418,0.0799,0.0787,0.129,0.595,88.07,309427,12213205,54144,2037,16291713
8815,0.6,0.86,7,-7.156,0.0292,0.12,0.00037,0.0961,0.519,103.93,255853,8610461,46948,4090,14676548
8816,0.52,0.801,9,-6.617,0.0382,0.132,0,0.953,0.571,103.681,133077,19647359,82140,2119,7628985
8817,0.419,0.809,11,-4.596,0.0357,0.323,0,0.699,0.635,88.418,238528,437088770,1215317,32677,120522097
8818,0.302,0.758,5,-5.273,0.0424,0.202,0,0.881,0.669,174.704,239760,504437790,1208717,36210,106998895
8819,0.613,0.704,4,-7.626,0.0713,0.14,0,0.727,0.587,84.926,280895,139627441,1056047,28752,53509329
8820,0.808,0.514,11,-8.58,0.0594,0.158,0,0.0888,0.7,90.004,179191,7021568,67891,1244,1841635
8821,0.58,0.717,6,-6.705,0.0335,0.329,0,0.809,0.863,92.501,208619,118400564,367294,6785,36412907
8822,0.594,0.841,5,-3.292,0.0826,0.183,0,0.171,0.786,84.295,212253,41421324,125617,3040,30229674
8823,0.631,0.792,9,-4.259,0.0488,0.399,0,0.134,0.888,81.461,182467,5726312,30798,75,15802812
8824,0.751,0.675,8,-5.266,0.082,0.191,0.00654,0.0549,0.603,83.209,263315,23704342,113571,4145,26749794
8825,0.525,0.849,7,-7.633,0.0426,0.0578,0.00375,0.96,0.654,94.732,275375,34356873,136173,3670,17122602
8826,0.64,0.818,1,-4.61,0.0456,0.00818,1.25E-05,0.275,0.763,137.003,289600,5984808,28005,1015,133175276
8827,0.799,0.664,7,-8.16,0.0899,0.134,0,0.146,0.631,97.987,310147,54235611,240925,793,215094499
8828,0.619,0.896,9,-4.233,0.0315,0.223,0,0.101,0.952,136.648,231800,335481,2381,65,132102274
8829,0.82,0.653,0,-8.251,0.0287,0.0528,3.50E-06,0.0997,0.892,129.03,260613,46548748,198714,408,87147567
8830,0.669,0.914,1,-3.834,0.107,0.0312,8.92E-05,0.0483,0.855,97.021,244760,6289642,42853,130,94625627
8831,0.612,0.507,0,-7.872,0.0283,0.0117,7.05E-06,0.112,0.352,95.018,258640,109256406,377480,2816,111303492
8832,0.785,0.538,5,-9.566,0.0653,0.275,6.06E-06,0.0929,0.323,129.933,261613,60616,384,20,51675840
8833,0.392,0.395,7,-6.379,0.0283,0.595,0,0.111,0.135,132.379,324667,144606,808,23,49216872
8834,0.661,0.793,4,-5.35,0.0305,0.0155,2.45E-06,0.0774,0.643,129.973,212280,12121195,77512,2499,18046083
8835,0.621,0.879,5,-5.081,0.0378,0.299,3.29E-06,0.158,0.965,95.991,215093,11275856,52063,265,30397281
8836,0.76,0.773,9,-5.314,0.0675,0.176,0,0.1,0.895,102.789,266160,185320355,569530,11196,425808044
8837,0.745,0.924,5,-3.898,0.0355,0.201,5.01E-05,0.121,0.909,103.033,237387,83227734,298048,7210,181753840
8838,0.643,0.576,7,-6.896,0.0303,0.0267,0,0.273,0.699,97.022,312400,58044560,247153,6741,137049958
8839,0.717,0.881,0,-3.21,0.0538,0.23,0,0.135,0.685,103.996,246388,34796219,153035,2366,98217089
8840,0.705,0.666,11,-5.338,0.132,0.288,0,0.0804,0.944,171.503,235893,140475,612,62,59038763
8841,0.765,0.836,2,-2.499,0.0457,0.0281,0,0.0145,0.876,152.056,177480,683124,19080,535,2344721
8842,0.697,0.79,5,-4.673,0.0577,0.0171,0,0.0886,0.843,98.01,252482,21297432,152141,3077,62705845
8843,0.623,0.693,7,-5.11,0.0248,0.0915,0,0.371,0.533,96.989,315698,58044560,247153,6741,14663998
8844,0.782,0.609,2,-7.177,0.026,0.212,0.00139,0.104,0.865,108.955,238933,742203,5463,42,13451851
8845,0.553,0.751,1,-7.417,0.0932,0.341,0,0.275,0.721,81.93,225533,8269905,31431,1164,14615451
8846,0.409,0.574,5,-8.112,0.0415,0.792,1.28E-06,0.0915,0.55,151.979,249667,80103162,333257,10098,98016462
8847,0.527,0.689,8,-5.684,0.0681,0.614,0,0.381,0.691,102.24,210133,817126,10142,291,75741360
8848,0.454,0.571,5,-5.422,0.0273,0.497,0,0.319,0.356,131.448,199813,9145217,36162,1829,60825632
8849,0.478,0.824,2,-1.606,0.037,0.677,1.22E-06,0.101,0.846,133.436,168253,412449,2321,85,
8850,0.393,0.422,11,-7.066,0.0364,0.68,0,0.378,0.383,73.594,208493,14732077,58938,4286,44782116
8851,0.269,0.302,4,-9.861,0.0302,0.706,6.10E-05,0.121,0.125,96.739,330667,80953744,460154,17195,32237635
8852,0.481,0.565,2,-4.971,0.0297,0.565,1.39E-06,0.272,0.331,133.15,232920,25921371,149887,4653,53076174
8853,0.519,0.525,2,-10.759,0.0452,0.833,0,0.109,0.603,190.082,214373,21730363,86896,2810,16196237
8854,0.365,0.649,0,-6.324,0.131,0.629,0,0.168,0.855,173.084,168467,4914293,28082,1228,12555795
8855,0.35,0.302,0,-16.362,0.0355,0.727,0.00585,0.0681,0.294,72.13,274533,77883140,306873,10385,33292487
8856,0.432,0.856,4,-4.642,0.0361,0.00193,1.82E-05,0.123,0.513,111.995,262773,1067,24,2,
8857,0.321,0.678,9,-4.573,0.031,5.42E-06,0.247,0.156,0.342,86.903,437267,63385,2088,140,
8858,0.343,0.922,6,-4.252,0.0481,9.80E-06,0.00168,0.235,0.67,169.938,288933,7665,191,23,
8859,0.406,0.883,2,-3.474,0.0406,3.88E-06,0.625,0.143,0.543,134.074,262400,891,20,4,
8860,0.306,0.944,5,-3.554,0.0666,8.11E-06,0.0329,0.158,0.545,187.466,184173,8383,216,8,
8861,0.401,0.966,2,-3.037,0.293,4.18E-05,3.96E-05,0.323,0.474,176.994,246160,2234,44,10,
8862,0.437,0.905,9,-4.461,0.0411,7.05E-06,0.0115,0.312,0.473,96.967,319400,5109,70,11,
8863,0.406,0.904,7,-3.332,0.175,0.000213,0,0.0228,0.356,144.061,232173,8125,184,13,
8864,0.518,0.858,7,-4.601,0.0348,0.00109,9.02E-05,0.213,0.719,94.517,264760,1377,37,1,
8865,0.25,0.966,11,-9.372,0.0549,3.25E-05,0.819,0.359,0.0392,190.085,42827,191,1,0,
8866,0.365,0.338,2,-13.406,0.0322,0.735,0,0.104,0.446,79.241,187000,468863,8138,520,162425809
8867,0.629,0.356,4,-11.135,0.0246,0.66,0.000617,0.173,0.472,83.886,192200,31601332,190393,13275,138537140
8868,0.388,0.176,9,-16.952,0.0299,0.912,0.000336,0.0977,0.342,97.628,155773,2122899,31868,1764,95353561
8869,0.553,0.506,4,-13.271,0.046,0.144,3.78E-06,0.438,0.51,143.278,226213,657828,10951,531,79739086
8870,0.613,0.289,8,-16.529,0.0305,0.743,1.57E-06,0.0617,0.553,144.188,150707,57769,1182,50,54333758
8871,0.266,0.345,10,-11.484,0.0309,0.376,1.90E-05,0.103,0.199,145.98,176893,3912966,29946,1727,30351766
8872,0.326,0.0902,7,-20.588,0.0344,0.647,0.00091,0.198,0.218,137.611,219493,297548,3445,,35716218
8873,0.364,0.126,7,-18.071,0.0286,0.862,0.000203,0.0969,0.43,90.429,189427,150763,2155,135,24082773
8874,0.493,0.26,4,-14.848,0.0402,0.652,3.32E-06,0.121,0.273,82.479,163347,350785,4259,376,13453197
8875,0.599,0.42,9,-14.348,0.0272,0.234,0.000139,0.102,0.629,167.104,156973,2361946,8312,651,9418557
8876,0.622,0.593,7,-8.352,0.0916,0.163,0,0.0979,0.607,94.364,249093,486108362,2682758,62118,742422685
8877,0.684,0.455,5,-8.216,0.0307,0.215,1.08E-06,0.263,0.487,97.956,216893,112027398,482038,15942,145772934
8878,0.557,0.455,10,-6.469,0.0444,0.594,0,0.122,0.584,123.842,178720,188120,7317,538,1229637
8879,0.538,0.677,0,-6.099,0.187,0.00541,0,0.236,0.913,132.346,214200,45247110,296670,10328,61706696
8880,0.664,0.45,8,-9.125,0.166,0.204,4.45E-06,0.171,0.254,90.991,222168,145312,2855,95,21889834
8881,0.729,0.596,10,-8.201,0.0579,0.0811,0,0.141,0.143,98.978,189533,260334,8258,463,4120288
8882,0.673,0.628,9,-5.192,0.0683,0.0819,0,0.0812,0.708,90.107,263013,7620642,49874,1806,36820435
8883,0.509,0.72,1,-6.935,0.0682,0.196,0,0.284,0.505,130.063,288387,157837,2807,133,21534766
8884,0.705,0.423,0,-5.855,0.0451,0.106,0,0.209,0.466,123.431,229600,4075866,32771,1071,20994923
8885,0.795,0.65,10,-6.882,0.216,0.198,0,0.123,0.617,123.898,238960,4874302,46679,976,16768879
8886,0.744,0.672,9,-5.589,0.0418,0.187,0.000123,0.105,0.266,140.889,230560,222186859,1317989,47336,190024519
8887,0.756,0.838,5,-6.798,0.142,0.00733,0.00267,0.124,0.58,124.911,204114,168988,4758,270,12515811
8888,0.668,0.723,1,-5.995,0.279,0.00183,0,0.0545,0.486,178.126,215853,20013431,167836,4069,60071333
8889,0.754,0.86,3,-6.73,0.0382,0.0521,0.000945,0.372,0.848,102.808,191027,5635238,35492,129,39791393
8890,0.806,0.738,8,-7.443,0.149,0.125,0,0.0805,0.385,105.008,189000,3894861,89313,2999,3471426
8891,0.395,0.876,11,-3.859,0.138,0.0173,8.46E-06,0.362,0.567,124.638,218107,69112869,283046,15161,77047266
8892,0.734,0.666,8,-4.54,0.0746,0.00427,3.49E-06,0.266,0.492,115.002,185195,722225,33292,1728,10072726
8893,0.632,0.723,5,-9.323,0.0682,0.0166,3.74E-05,0.104,0.243,137.958,254867,42443813,345517,17980,41889000
8894,0.649,0.718,7,-4.984,0.0594,0.00676,4.26E-06,0.174,0.477,79.993,249293,16206472,81418,6717,22715322
8895,0.857,0.69,6,-4.474,0.0437,0.0415,0,0.0942,0.799,121.09,130686,8188815,322823,19162,18394111
8896,0.328,0.465,6,-9.81,0.0328,0.72,2.16E-06,0.175,0.344,148.912,278173,18134197,53036,4799,64251969
8897,0.524,0.503,6,-11.79,0.0245,0.184,0,0.264,0.436,89.497,447333,33757764,182548,15135,95887834
8898,0.559,0.614,4,-11.547,0.0768,0.415,0,0.139,0.662,124.907,269733,4048073,8403,905,56721416
8899,0.331,0.749,6,-12.076,0.0674,0.0638,4.89E-05,0.108,0.291,147.92,263000,1855813,10447,0,30011527
8900,0.479,0.493,7,-11.694,0.0293,0.0263,3.76E-06,0.0718,0.438,144.546,325000,13733264,44305,559,41072872
8901,0.412,0.768,11,-10.031,0.107,0.126,1.58E-06,0.12,0.59,110.305,251510,48107,199,35,38463967
8902,0.367,0.428,8,-12.259,0.0308,0.562,3.23E-06,0.229,0.538,170.722,326658,3827536,28722,6657,30285910
8903,0.583,0.704,1,-10.02,0.0335,0.0463,0.000143,0.152,0.964,127.118,189680,1373724,6635,737,14035958
8904,0.662,0.405,10,-17.227,0.0267,0.633,0,0.0938,0.919,90.585,249333,3245212,11096,1149,20083905
8905,0.482,0.537,8,-13.679,0.0457,0.278,2.17E-06,0.117,0.597,144.218,254333,1039024,4321,134,15109096
8906,0.619,0.658,9,-8.911,0.102,0.457,3.87E-06,0.108,0.522,125.927,281364,82451934,705792,15623,17640974
8907,0.647,0.389,5,-10.35,0.0336,0.509,7.80E-06,0.103,0.436,134.976,313533,43053756,246211,6068,24191310
8908,0.582,0.812,7,-6.147,0.0418,0.166,0.00162,0.0407,0.7,86.051,330547,13262,377,17,41748787
8909,0.808,0.717,0,-7.768,0.13,0.612,2.50E-06,0.0949,0.824,96.981,216171,30255345,129975,4905,11361601
8910,0.611,0.794,7,-6.813,0.0415,0.3,0.00184,0.0471,0.705,85.986,329320,6534052,67587,2177,8326419
8911,0.803,0.795,4,-7.429,0.0337,0.143,3.80E-05,0.0706,0.749,99.008,380996,12026696,78357,1841,10116756
8912,0.315,0.338,4,-13.75,0.0314,0.647,0.00338,0.5,0.105,75.052,256120,496159,12038,0,5502686
8913,0.503,0.884,2,-4.756,0.108,0.313,2.49E-06,0.0861,0.75,119.861,298760,,,,7777681
8914,0.694,0.898,5,-6.007,0.208,0.169,2.64E-05,0.171,0.701,111.747,295558,43505491,159252,4164,8233744
8915,0.553,0.696,7,-5.784,0.0521,0.58,4.95E-06,0.379,0.602,140.053,265984,29458660,261764,7011,2271880
8916,0.836,0.661,7,-6.502,0.338,0.0208,0,0.449,0.753,76.71,213200,206568141,1172906,24159,197305508
8917,0.556,0.881,7,-2.224,0.082,0.00119,0,0.0709,0.337,104.973,213697,571780790,4799035,165070,244625276
8918,0.865,0.562,10,-6.811,0.251,0.0318,0,0.246,0.81,85.02,222467,154134388,1207599,17851,80184686
8919,0.724,0.696,1,-6.326,0.201,0.123,0,0.106,0.433,93.607,317333,480002,7841,264,111282308
8920,0.849,0.752,4,-3.756,0.146,0.0646,3.15E-06,0.106,0.586,101.018,223760,100909303,503706,8838,42995665
8921,0.782,0.687,11,-6.69,0.109,0.0573,0,0.0718,0.802,97.014,240293,24950714,225751,5976,33208433
8922,0.813,0.585,10,-6.856,0.266,0.0223,0,0.21,0.847,84.995,245147,1376036,12686,119,35643208
8923,0.812,0.656,6,-5.102,0.0788,0.134,0,0.0763,0.903,125.458,230693,2924690,32230,116,19451678
8924,0.564,0.836,0,-6.052,0.401,0.307,0,0.491,0.571,121.147,304187,4966803,26302,704,27573040
8925,0.745,0.68,5,-4.734,0.263,0.0835,0,0.181,0.887,77.712,214893,6000431,16465,716,15184121
8926,0.472,0.671,4,-4.649,0.029,0.0129,0,0.159,0.0681,82.952,232800,938269816,4825010,95705,731604203
8927,0.588,0.927,6,-4.776,0.113,0.000305,3.83E-05,0.195,0.652,93.571,175227,26234869,147253,5622,103430597
8928,0.443,0.973,4,-4.386,0.133,0.00161,0,0.353,0.458,157.872,162107,16654260,97024,4773,57418040
8929,0.514,0.819,9,-5.475,0.0418,0.00101,1.67E-06,0.195,0.488,100.4,178440,18409652,83024,2483,15751991
8930,0.401,0.988,2,-3.308,0.0916,0.00492,0,0.4,0.514,169.024,195293,8927782,49501,2432,30914287
8931,0.309,0.479,4,-5.956,0.0359,0.411,0,0.225,0.129,159.77,234188,23696726,435238,14217,19184776
8932,0.598,0.594,2,-4.803,0.0275,0.196,0,0.197,0.441,79.99,189640,56063,767,3,5240609
8933,0.437,0.871,2,-3.696,0.0397,0.0002,0,0.0897,0.801,201.686,188800,4249648,19417,944,8231611
8934,0.424,0.988,1,-4.291,0.182,0.00774,0,0.369,0.255,169.997,199600,8162,75,1,5348040
